transaction_id,loyalty_account_id,customer_id,customer_name,tier,transaction_type,points,available_points,booking_id,booking_amount,booking_status,description,created_at
2438,231,231,"Phạm Hương",GOLD,EARN,8,240,3071,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-10 15:49"
1929,195,195,"Vũ Đức",GOLD,EARN,8,111,2452,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-10 17:27"
1757,185,185,"Phan Huy",SILVER,EARN,5,5,2249,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-10 22:31"
470,59,59,"Huỳnh Thu",MEMBER,EARN,3,41,625,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-11 09:41"
527,70,70,"Đào Khánh",SILVER,EARN,3,74,718,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-11 10:46"
898,105,105,"Đinh Hà",MEMBER,EARN,5,31,1181,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-11 20:31"
1619,169,169,"Dương Phát",MEMBER,EARN,8,30,2070,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-11 20:31"
469,59,59,"Huỳnh Thu",MEMBER,EARN,3,41,624,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-12 07:42"
468,59,59,"Huỳnh Thu",MEMBER,EARN,3,41,623,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-12 10:54"
1163,131,131,"Mai Phát",MEMBER,EARN,5,5,1517,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-12 14:05"
2097,204,204,"Trần Phát",SILVER,EARN,8,49,2647,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-12 23:26"
515,68,68,"Vũ Dũng",MEMBER,EARN,5,45,699,50000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-13 09:05"
481,61,61,"Đào Tiến",MEMBER,EARN,5,49,642,50000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-13 09:43"
1459,152,152,"Đinh Trang",MEMBER,EARN,5,15,1876,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-13 23:04"
338,42,42,"Mai Linh",SILVER,EARN,8,66,441,80000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-14 07:38"
2509,239,239,"Đào Thảo",SILVER,EARN,5,5,3159,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-14 14:06"
1950,196,196,"Hoàng Nhung",SILVER,EARN,3,60,2474,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-14 16:14"
284,35,35,"Đặng Thu",MEMBER,EARN,8,35,370,80000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-15 16:21"
1812,187,187,"Tô Dũng",PLATINUM,EARN,8,224,2313,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-15 16:33"
263,32,32,"Đặng Trung",MEMBER,EARN,8,40,341,80000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-15 17:29"
2180,216,216,"Ngô Việt",SILVER,EARN,8,82,2757,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-16 00:11"
256,31,31,"Hoàng Dũng",SILVER,EARN,3,112,333,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-16 09:08"
1638,173,173,"Đỗ Duy",PLATINUM,EARN,8,79,2100,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-16 13:37"
2635,253,253,"Lê Quân",GOLD,EARN,5,18,3331,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-16 14:19"
2082,203,203,"Vũ Huy",GOLD,EARN,8,204,2629,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-16 14:45"
2439,231,231,"Phạm Hương",GOLD,EARN,8,248,3072,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-16 14:46"
2372,226,226,"Mai Linh",GOLD,EARN,5,86,2987,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-16 15:53"
1496,154,154,"Bùi Đức",SILVER,EARN,5,89,1914,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-16 18:10"
1450,150,150,"Võ Phát",SILVER,EARN,5,89,1861,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-16 18:29"
773,96,96,"Nguyễn Tiến",PLATINUM,EARN,5,180,1028,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-16 18:48"
2915,271,271,"Lý Thảo",GOLD,EARN,8,96,3649,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-16 20:52"
716,91,91,"Bùi Nam",SILVER,EARN,5,42,961,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-16 20:57"
2296,223,223,"Hồ Thành",SILVER,EARN,5,5,2895,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-16 21:07"
1115,126,126,"Võ Long",SILVER,EARN,3,3,1459,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-16 21:40"
1027,119,119,"Ngô Quân",SILVER,EARN,5,45,1349,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-16 21:57"
2561,244,244,"Phạm Anh",GOLD,EARN,8,141,3232,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-16 22:46"
1051,120,120,"Võ Lan",SILVER,EARN,5,88,1379,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-16 23:11"
1143,128,128,"Nguyễn Hương",SILVER,EARN,5,102,1494,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-17 01:37"
2613,249,249,"Đặng Anh",SILVER,EARN,5,42,3299,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-17 17:30"
1730,180,180,"Dương Thành",MEMBER,EARN,5,34,2210,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-17 18:16"
2819,264,264,"Đinh Khánh",SILVER,EARN,8,103,3544,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-17 18:20"
1602,167,167,"Tô Phát",GOLD,EARN,8,121,2050,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-17 22:42"
512,68,68,"Vũ Dũng",MEMBER,EARN,8,45,696,80000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-18 07:10"
1206,135,135,"Đỗ Sơn",GOLD,EARN,5,105,1572,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-18 16:51"
2636,253,253,"Lê Quân",GOLD,EARN,8,26,3332,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-18 18:17"
879,103,103,"Vũ Nam",SILVER,EARN,5,90,1156,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-18 18:24"
448,56,56,"Huỳnh Trung",SILVER,EARN,8,86,592,80000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-19 09:41"
301,36,36,"Đinh Long",SILVER,EARN,5,122,390,50000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-19 09:51"
389,48,48,"Phan Việt",MEMBER,EARN,8,44,508,80000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-19 17:24"
2777,261,261,"Mai Long",SILVER,EARN,8,26,3493,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-20 17:14"
968,112,112,"Vũ Bình",MEMBER,EARN,3,3,1274,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-21 15:12"
2098,204,204,"Trần Phát",SILVER,EARN,5,54,2648,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-22 01:03"
501,67,67,"Lý Hương",SILVER,EARN,5,60,680,50000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-22 08:23"
542,71,71,"Hoàng Đức",SILVER,EARN,8,68,738,80000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-22 08:34"
10,7,7,"Bùi Khoa",MEMBER,EARN,3,19,10,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-22 09:49"
270,33,33,"Dương Tuấn",SILVER,EARN,3,59,351,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-22 10:55"
1028,119,119,"Ngô Quân",SILVER,EARN,8,53,1350,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-22 16:18"
1860,191,191,"Trần Mai",MEMBER,EARN,5,5,2372,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-23 01:34"
2689,256,256,"Lê Lan",SILVER,EARN,8,35,3392,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-23 13:46"
2083,203,203,"Vũ Huy",GOLD,EARN,8,212,2630,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-23 16:00"
2465,236,236,"Bùi Ngân",SILVER,EARN,5,75,3106,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-23 18:52"
1639,173,173,"Đỗ Duy",PLATINUM,EARN,8,87,2101,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-23 20:57"
2474,237,237,"Mai Nhung",GOLD,EARN,5,21,3120,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-23 21:00"
3072,284,284,"Tô Anh",GOLD,EARN,5,58,3847,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-23 21:14"
1930,195,195,"Vũ Đức",GOLD,EARN,5,116,2453,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-23 21:43"
2123,208,208,"Mai Huy",MEMBER,EARN,5,10,2680,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-23 22:13"
2562,244,244,"Phạm Anh",GOLD,EARN,8,149,3233,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-23 22:29"
2993,277,277,"Đặng Hà",SILVER,EARN,8,62,3745,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-23 23:56"
774,96,96,"Nguyễn Tiến",PLATINUM,EARN,8,188,1029,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-24 00:40"
1813,187,187,"Tô Dũng",PLATINUM,EARN,5,229,2314,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-24 01:03"
605,80,80,"Bùi Sơn",SILVER,EARN,5,123,823,50000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-24 07:53"
1325,144,144,"Hồ Khoa",MEMBER,EARN,5,8,1712,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-24 13:05"
328,38,38,"Đỗ Thu",MEMBER,EARN,8,14,423,80000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-24 18:09"
2614,249,249,"Đặng Anh",SILVER,EARN,5,47,3300,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-24 23:29"
996,116,116,"Võ Duy",SILVER,EARN,3,80,1314,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-25 00:41"
407,51,51,"Lê Nhung",MEMBER,EARN,5,26,535,50000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-26 08:41"
317,37,37,"Lê Hương",SILVER,EARN,3,80,408,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-26 14:17"
589,77,77,"Hồ Khoa",MEMBER,EARN,8,21,801,80000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-26 15:14"
570,73,73,"Trần Phát",SILVER,EARN,8,99,773,80000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-26 17:43"
2820,264,264,"Đinh Khánh",SILVER,EARN,8,111,3545,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-27 14:35"
330,39,39,"Dương Dũng",MEMBER,EARN,3,11,428,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-27 16:11"
880,103,103,"Vũ Nam",SILVER,EARN,5,95,1157,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-27 20:21"
1603,167,167,"Tô Phát",GOLD,EARN,5,126,2051,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-27 22:58"
228,29,29,"Đào Minh",MEMBER,EARN,8,45,302,80000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-28 08:36"
2538,243,243,"Võ Tuấn",MEMBER,EARN,5,5,3205,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-28 13:48"
2564,244,244,"Phạm Anh",GOLD,EARN,8,162,3235,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-28 15:43"
2637,253,253,"Lê Quân",GOLD,EARN,5,31,3333,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-28 23:07"
2881,268,268,"Hoàng Linh",SILVER,EARN,8,47,3612,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-29 00:28"
1814,187,187,"Tô Dũng",PLATINUM,EARN,8,237,2316,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-29 17:05"
2181,216,216,"Ngô Việt",SILVER,EARN,3,85,2758,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-30 13:33"
1052,120,120,"Võ Lan",SILVER,EARN,5,93,1380,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-30 13:59"
1517,159,159,"Đặng Việt",MEMBER,EARN,3,3,1946,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-30 14:12"
2293,222,222,"Dương Dũng",MEMBER,EARN,3,3,2890,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-30 18:05"
1207,135,135,"Đỗ Sơn",GOLD,EARN,5,110,1573,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-30 18:11"
1029,119,119,"Ngô Quân",SILVER,EARN,5,58,1351,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-30 18:26"
1585,166,166,"Lê Việt",MEMBER,EARN,5,8,2029,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-30 19:11"
2505,238,238,"Ngô Trang",SILVER,EARN,8,45,3153,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-30 20:04"
775,96,96,"Nguyễn Tiến",PLATINUM,EARN,8,196,1030,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-30 21:04"
2297,223,223,"Hồ Thành",SILVER,EARN,5,10,2896,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-30 21:24"
1175,132,132,"Ngô Thành",MEMBER,EARN,5,46,1533,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-30 21:25"
2563,244,244,"Phạm Anh",GOLD,EARN,5,154,3234,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-31 01:37"
2084,203,203,"Vũ Huy",GOLD,EARN,5,217,2631,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-31 01:53"
329,39,39,"Dương Dũng",MEMBER,EARN,8,11,426,80000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-31 09:14"
314,37,37,"Lê Hương",SILVER,EARN,5,80,405,50000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-03-31 15:55"
1965,198,198,"Võ Quân",SILVER,EARN,8,51,2497,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-31 17:50"
1497,154,154,"Bùi Đức",SILVER,EARN,8,97,1915,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-31 18:56"
2112,205,205,"Phan Đức",MEMBER,EARN,3,6,2663,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-31 21:17"
1931,195,195,"Vũ Đức",GOLD,EARN,8,124,2454,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-03-31 21:18"
198,25,25,"Phạm Đức",SILVER,EARN,3,67,253,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-01 07:58"
2510,239,239,"Đào Thảo",SILVER,EARN,5,10,3160,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-01 13:50"
332,41,41,"Đỗ Thành",MEMBER,EARN,3,26,433,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-02 10:16"
3054,283,283,"Đinh Thành",SILVER,EARN,8,8,3822,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-02 23:47"
401,49,49,"Hoàng Khánh",MEMBER,EARN,3,19,526,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-03 08:45"
212,27,27,"Huỳnh Quân",MEMBER,EARN,3,30,276,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-03 09:21"
2183,217,217,"Mai Quân",MEMBER,EARN,3,3,2761,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-03 15:52"
2085,203,203,"Vũ Huy",GOLD,EARN,8,225,2632,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-04 00:48"
76,13,13,"Nguyễn Bình",SILVER,EARN,8,88,102,80000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-04 10:29"
2710,257,257,"Mai Minh",SILVER,EARN,5,21,3416,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-05 22:55"
2934,273,273,"Trần Linh",SILVER,EARN,3,3,3672,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-05 23:47"
2373,226,226,"Mai Linh",GOLD,EARN,8,94,2988,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-06 12:02"
2615,249,249,"Đặng Anh",SILVER,EARN,3,50,3301,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-06 12:02"
2690,256,256,"Lê Lan",SILVER,EARN,5,40,3393,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-06 13:14"
1065,123,123,"Lê Duy",GOLD,EARN,8,8,1397,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-06 13:47"
1053,120,120,"Võ Lan",SILVER,EARN,5,98,1381,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-06 14:03"
1547,163,163,"Ngô Mai",MEMBER,EARN,5,5,1984,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-06 15:17"
776,96,96,"Nguyễn Tiến",PLATINUM,EARN,8,204,1031,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-06 15:58"
2916,271,271,"Lý Thảo",GOLD,EARN,8,104,3650,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-06 17:17"
1640,173,173,"Đỗ Duy",PLATINUM,EARN,8,95,2103,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-06 18:26"
1951,196,196,"Hoàng Nhung",SILVER,EARN,5,65,2475,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-06 18:27"
2475,237,237,"Mai Nhung",GOLD,EARN,5,26,3121,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-06 18:50"
2349,225,225,"Phạm Lan",MEMBER,EARN,5,5,2960,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-06 20:33"
3073,284,284,"Tô Anh",GOLD,EARN,8,66,3848,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-06 20:47"
2638,253,253,"Lê Quân",GOLD,EARN,8,39,3334,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-06 21:20"
2536,242,242,"Nguyễn Khoa",MEMBER,EARN,3,3,3202,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-06 22:35"
1711,178,178,"Vũ Linh",SILVER,EARN,3,60,2185,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-07 00:48"
120,19,19,"Trần Đức",SILVER,EARN,5,124,161,50000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-07 08:44"
2565,244,244,"Phạm Anh",GOLD,EARN,5,167,3236,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-07 13:32"
2298,223,223,"Hồ Thành",SILVER,EARN,8,18,2897,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-07 13:44"
188,24,24,"Phan Mai",SILVER,EARN,3,88,242,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-07 16:28"
1731,180,180,"Dương Thành",MEMBER,EARN,3,37,2211,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-07 17:35"
2086,203,203,"Vũ Huy",GOLD,EARN,8,233,2633,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-08 00:12"
881,103,103,"Vũ Nam",SILVER,EARN,8,103,1158,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-08 00:37"
156,23,23,"Huỳnh Nhung",SILVER,EARN,3,147,206,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-08 17:44"
899,105,105,"Đinh Hà",MEMBER,EARN,5,36,1182,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-08 20:27"
320,37,37,"Lê Hương",SILVER,EARN,5,80,411,50000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-09 08:04"
504,67,67,"Lý Hương",SILVER,EARN,3,60,683,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-09 15:34"
2778,261,261,"Mai Long",SILVER,EARN,8,34,3494,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-09 16:48"
2882,268,268,"Hoàng Linh",SILVER,EARN,3,50,3613,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-10 00:16"
586,76,76,"Đỗ Bình",MEMBER,EARN,3,19,795,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-10 10:42"
426,54,54,"Trần Dũng",SILVER,EARN,8,67,564,80000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-10 14:29"
1758,185,185,"Phan Huy",SILVER,EARN,3,8,2250,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-10 16:05"
361,46,46,"Ngô Bình",SILVER,EARN,5,138,475,50000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-10 17:41"
1530,161,161,"Hồ Long",MEMBER,EARN,3,9,1962,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-10 20:09"
2182,216,216,"Ngô Việt",SILVER,EARN,8,93,2759,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-10 21:37"
1326,144,144,"Hồ Khoa",MEMBER,EARN,5,13,1713,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-11 12:35"
268,33,33,"Dương Tuấn",SILVER,EARN,3,59,347,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-11 18:18"
1852,190,190,"Ngô Duy",SILVER,EARN,3,21,2360,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-11 20:05"
2676,254,254,"Đỗ Lan",MEMBER,EARN,5,11,3374,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-11 21:21"
2733,258,258,"Lý Thu",SILVER,EARN,8,32,3446,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-11 23:21"
506,67,67,"Lý Hương",SILVER,EARN,8,60,685,80000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-12 08:46"
1460,152,152,"Đinh Trang",MEMBER,EARN,8,23,1877,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-12 16:32"
1182,133,133,"Vũ Việt",SILVER,EARN,5,31,1541,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-12 21:15"
2099,204,204,"Trần Phát",SILVER,EARN,5,59,2649,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-13 12:09"
1641,173,173,"Đỗ Duy",PLATINUM,EARN,8,103,2104,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-13 14:01"
1502,155,155,"Lý Dũng",MEMBER,EARN,8,11,1922,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-13 14:37"
3074,284,284,"Tô Anh",GOLD,EARN,5,71,3849,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-13 15:23"
1066,123,123,"Lê Duy",GOLD,EARN,8,16,1398,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-13 15:46"
2917,271,271,"Lý Thảo",GOLD,EARN,8,112,3651,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-13 16:29"
2994,277,277,"Đặng Hà",SILVER,EARN,8,70,3746,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-13 17:24"
1144,128,128,"Nguyễn Hương",SILVER,EARN,5,107,1496,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-13 19:05"
1030,119,119,"Ngô Quân",SILVER,EARN,8,66,1352,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-13 19:21"
1152,130,130,"Bùi Trung",SILVER,EARN,5,5,1505,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-13 21:44"
997,116,116,"Võ Duy",SILVER,EARN,3,83,1315,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-13 22:14"
1208,135,135,"Đỗ Sơn",GOLD,EARN,8,118,1575,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-13 22:34"
1604,167,167,"Tô Phát",GOLD,EARN,5,131,2052,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-13 22:45"
1116,126,126,"Võ Long",SILVER,EARN,3,6,1460,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-13 22:57"
2566,244,244,"Phạm Anh",GOLD,EARN,8,175,3237,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-13 23:22"
777,96,96,"Nguyễn Tiến",PLATINUM,EARN,5,209,1032,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-14 13:43"
1498,154,154,"Bùi Đức",SILVER,EARN,8,105,1917,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-14 13:53"
414,52,52,"Tô Tuấn",SILVER,EARN,5,67,547,50000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-14 16:19"
380,46,46,"Ngô Bình",SILVER,EARN,3,138,496,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-14 17:58"
2124,208,208,"Mai Huy",MEMBER,EARN,5,15,2681,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-14 20:21"
2466,236,236,"Bùi Ngân",SILVER,EARN,8,83,3108,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-14 22:31"
42,10,10,"Đào Mai",SILVER,EARN,3,50,55,30000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-15 08:55"
490,62,62,"Đào Tuấn",MEMBER,EARN,5,31,654,50000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-15 09:01"
1952,196,196,"Hoàng Nhung",SILVER,EARN,8,73,2476,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-15 12:55"
1932,195,195,"Vũ Đức",GOLD,EARN,8,132,2455,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-15 21:52"
1176,132,132,"Ngô Thành",MEMBER,EARN,3,49,1534,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-15 23:09"
1815,187,187,"Tô Dũng",PLATINUM,EARN,8,245,2318,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-16 13:43"
2476,237,237,"Mai Nhung",GOLD,EARN,5,31,3122,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2024-04-16 20:24"
4,6,6,"Mai Dũng",MEMBER,EARN,8,35,4,80000.00,COMPLETED,"[seed] Tích điểm rửa xe","2024-04-17 17:26"
